,cell_line,demuxlet_cls,properly_sampled_cell,clean_cell,full_cell_index,cells_rare_gene_module,rare_cell,seed,candidate,cell_deviant_votes,dissolved,metacell,outlier,pre_cell_directs,cell_directs,pre_pile,pile,pre_candidate,pre_cell_deviant_votes,pre_dissolved,pre_metacell
Lib90_01743,A549,SNG,True,True,1675,-1,False,143,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01744,H838,SNG,True,True,1676,-1,False,51,146,0,False,139,False,0,0,-1,0,-1,0,False,-1
Lib90_01745,A549,SNG,True,True,1677,-1,False,-1,41,0,False,37,False,0,0,-1,0,-1,0,False,-1
Lib90_01746,HCC827,SNG,True,True,1678,-1,False,-1,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01747,A549,SNG,True,True,1679,-1,False,64,51,0,False,47,False,0,0,-1,0,-1,0,False,-1
Lib90_01748,A549,SNG,True,True,1680,-1,False,38,31,0,False,27,False,0,0,-1,0,-1,0,False,-1
Lib90_01749,H1975,SNG,True,True,1681,-1,False,13,148,0,False,141,False,0,0,-1,0,-1,0,False,-1
Lib90_01750,H2228,SNG,True,True,1682,-1,False,89,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01751,HCC827,SNG,True,True,1683,-1,False,90,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01752,A549,SNG,True,True,1684,-1,False,-1,40,0,False,36,False,0,0,-1,0,-1,0,False,-1
Lib90_01753,HCC827,SNG,True,True,1685,-1,False,30,115,0,False,110,False,0,0,-1,0,-1,0,False,-1
Lib90_01754,H1975,SNG,True,True,1686,-1,False,52,148,0,False,141,False,0,0,-1,0,-1,0,False,-1
Lib90_01755,A549,SNG,True,True,1687,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01756,A549,SNG,True,True,1688,-1,False,19,14,0,False,13,False,0,0,-1,0,-1,0,False,-1
Lib90_01757,H2228,SNG,True,True,1689,-1,False,80,105,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01758,H838,SNG,True,True,1690,-1,False,127,2,0,False,2,False,0,0,-1,0,-1,0,False,-1
Lib90_01759,H2228,SNG,True,True,1691,-1,False,-1,16,0,False,15,False,0,0,-1,0,-1,0,False,-1
Lib90_01760,HCC827,SNG,True,True,1692,-1,False,81,134,0,False,127,False,0,0,-1,0,-1,0,False,-1
Lib90_01761,A549,SNG,True,True,1693,-1,False,57,44,0,False,40,False,0,0,-1,0,-1,0,False,-1
Lib90_01762,H2228,SNG,True,True,1694,-1,False,55,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01763,HCC827,SNG,True,True,1695,-1,False,63,152,0,False,145,False,0,0,-1,0,-1,0,False,-1
Lib90_01764,A549,SNG,True,True,1696,-1,False,50,61,0,False,57,False,0,0,-1,0,-1,0,False,-1
Lib90_01765,H2228,SNG,True,True,1697,-1,False,80,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01766,A549,SNG,True,True,1698,-1,False,144,51,0,False,47,False,0,0,-1,0,-1,0,False,-1
Lib90_01767,HCC827,SNG,True,True,1699,-1,False,75,58,0,False,54,False,0,0,-1,0,-1,0,False,-1
Lib90_01768,A549,SNG,True,True,1700,-1,False,111,122,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01769,H2228,SNG,True,True,1701,-1,False,-1,63,0,False,59,False,0,0,-1,0,-1,0,False,-1
Lib90_01770,H838,SNG,True,True,1702,-1,False,-1,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01771,HCC827,SNG,True,True,1703,-1,False,39,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01772,H2228,SNG,True,True,1704,-1,False,-1,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01773,A549,SNG,True,True,1705,-1,False,19,14,0,False,13,False,0,0,-1,0,-1,0,False,-1
Lib90_01774,A549,SNG,True,True,1706,-1,False,116,56,0,False,52,False,0,0,-1,0,-1,0,False,-1
Lib90_01775,A549,SNG,True,True,1707,-1,False,-1,87,0,False,82,False,0,0,-1,0,-1,0,False,-1
Lib90_01776,H838,SNG,True,True,1708,-1,False,1,153,0,False,146,False,0,0,-1,0,-1,0,False,-1
Lib90_01777,A549,SNG,True,True,1709,-1,False,41,34,0,False,30,False,0,0,-1,0,-1,0,False,-1
Lib90_01778,H1975,SNG,True,True,1710,-1,False,91,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01779,H838,SNG,True,True,1711,-1,False,11,2,0,False,2,False,0,0,-1,0,-1,0,False,-1
Lib90_01780,H838,SNG,True,True,1712,-1,False,9,66,0,False,62,False,0,0,-1,0,-1,0,False,-1
Lib90_01781,HCC827,SNG,True,True,1713,-1,False,108,24,0,False,22,False,0,0,-1,0,-1,0,False,-1
Lib90_01782,H2228,SNG,True,True,1714,-1,False,80,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01783,H2228,SNG,True,True,1715,-1,False,99,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01784,HCC827,SNG,True,True,1716,-1,False,90,138,0,False,131,False,0,0,-1,0,-1,0,False,-1
Lib90_01785,H1975,SNG,True,True,1717,-1,False,33,26,0,False,24,False,0,0,-1,0,-1,0,False,-1
Lib90_01786,H2228,SNG,True,True,1718,-1,False,80,78,0,False,74,False,0,0,-1,0,-1,0,False,-1
Lib90_01787,H2228,SNG,True,True,1719,-1,False,76,16,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01788,A549,SNG,True,True,1720,-1,False,23,94,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01789,H2228,SNG,True,True,1721,-1,False,18,79,0,False,75,False,0,0,-1,0,-1,0,False,-1
Lib90_01790,HCC827,SNG,True,True,1722,-1,False,81,134,0,False,127,False,0,0,-1,0,-1,0,False,-1
Lib90_01791,H2228,SNG,True,True,1723,-1,False,32,127,0,False,121,False,0,0,-1,0,-1,0,False,-1
Lib90_01792,H1975,SNG,True,True,1724,-1,False,130,149,0,False,142,False,0,0,-1,0,-1,0,False,-1
Lib90_01793,H838,SNG,True,True,1725,-1,False,115,124,0,False,119,False,0,0,-1,0,-1,0,False,-1
Lib90_01794,H2228,SNG,True,True,1726,-1,False,134,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01795,H2228,SNG,True,True,1727,-1,False,154,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01796,H2228,SNG,True,True,1728,-1,False,54,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01797,A549,SNG,True,True,1729,-1,False,68,130,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01798,H2228,SNG,True,True,1730,-1,False,76,128,0,False,122,False,0,0,-1,0,-1,0,False,-1
Lib90_01799,A549,SNG,True,True,1731,-1,False,68,17,0,False,16,False,0,0,-1,0,-1,0,False,-1
Lib90_01800,H2228,SNG,True,True,1732,-1,False,112,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01801,H2228,SNG,True,True,1733,-1,False,7,25,0,False,23,False,0,0,-1,0,-1,0,False,-1
Lib90_01802,A549,SNG,True,True,1734,-1,False,161,80,0,False,76,False,0,0,-1,0,-1,0,False,-1
Lib90_01803,HCC827,SNG,True,True,1735,-1,False,97,112,0,False,107,False,0,0,-1,0,-1,0,False,-1
Lib90_01804,H2228,SNG,True,True,1736,-1,False,-1,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01805,HCC827,SNG,True,True,1737,-1,False,-1,92,0,False,87,False,0,0,-1,0,-1,0,False,-1
Lib90_01806,A549,SNG,True,True,1738,-1,False,121,170,0,False,163,False,0,0,-1,0,-1,0,False,-1
Lib90_01807,H1975,SNG,True,True,1739,-1,False,-1,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01808,H2228,SNG,True,True,1740,-1,False,112,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01809,H2228,SNG,True,True,1741,-1,False,-1,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01810,H2228,SNG,True,True,1742,-1,False,18,78,0,False,74,False,0,0,-1,0,-1,0,False,-1
Lib90_01811,H2228,SNG,True,True,1743,-1,False,152,25,0,False,23,False,0,0,-1,0,-1,0,False,-1
Lib90_01812,H2228,SNG,True,True,1744,-1,False,89,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01813,A549,SNG,True,True,1745,-1,False,87,118,0,False,113,False,0,0,-1,0,-1,0,False,-1
Lib90_01814,H2228,SNG,True,True,1746,-1,False,151,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01815,HCC827,SNG,True,True,1747,-1,False,6,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01816,A549,SNG,True,True,1748,-1,False,60,96,0,False,91,False,0,0,-1,0,-1,0,False,-1
Lib90_01817,H2228,SNG,True,True,1749,-1,False,32,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01818,A549,SNG,True,True,1750,-1,False,38,33,0,False,29,False,0,0,-1,0,-1,0,False,-1
Lib90_01819,H2228,SNG,True,True,1751,-1,False,62,128,0,False,122,False,0,0,-1,0,-1,0,False,-1
Lib90_01820,H838,SNG,True,True,1752,-1,False,127,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01821,H838,SNG,True,True,1753,-1,False,-1,42,0,False,38,False,0,0,-1,0,-1,0,False,-1
Lib90_01822,HCC827,SNG,True,True,1754,-1,False,93,134,0,False,127,False,0,0,-1,0,-1,0,False,-1
Lib90_01823,HCC827,SNG,True,True,1755,-1,False,-1,58,0,False,54,False,0,0,-1,0,-1,0,False,-1
Lib90_01824,H2228,SNG,True,True,1756,-1,False,89,81,0,False,77,False,0,0,-1,0,-1,0,False,-1
Lib90_01825,A549,SNG,True,True,1757,-1,False,-1,91,0,False,86,False,0,0,-1,0,-1,0,False,-1
Lib90_01826,H2228,SNG,True,True,1758,-1,False,145,27,0,False,25,False,0,0,-1,0,-1,0,False,-1
Lib90_01827,A549,SNG,True,True,1759,-1,False,100,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01828,A549,SNG,True,True,1760,-1,False,87,96,0,False,91,False,0,0,-1,0,-1,0,False,-1
Lib90_01829,H838,SNG,True,True,1761,-1,False,92,104,0,False,99,False,0,0,-1,0,-1,0,False,-1
Lib90_01830,H2228,SNG,True,True,1762,-1,False,134,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01831,H2228,SNG,True,True,1763,-1,False,28,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01832,H1975,SNG,True,True,1764,-1,False,150,71,0,False,67,False,0,0,-1,0,-1,0,False,-1
Lib90_01833,H2228,SNG,True,True,1765,-1,False,34,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01834,A549,SNG,True,True,1766,-1,False,-1,99,0,False,94,False,0,0,-1,0,-1,0,False,-1
Lib90_01835,H838,SNG,True,True,1767,-1,False,86,162,0,False,155,False,0,0,-1,0,-1,0,False,-1
Lib90_01836,H1975,SNG,True,True,1768,-1,False,-1,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01838,H2228,SNG,True,True,1769,-1,False,148,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01839,H838,SNG,True,True,1770,-1,False,17,158,0,False,151,False,0,0,-1,0,-1,0,False,-1
Lib90_01840,H2228,SNG,True,True,1771,-1,False,112,128,0,False,122,False,0,0,-1,0,-1,0,False,-1
Lib90_01841,H2228,SNG,True,True,1772,-1,False,32,25,0,False,23,False,0,0,-1,0,-1,0,False,-1
Lib90_01842,HCC827,SNG,True,True,1773,-1,False,-1,92,0,False,87,False,0,0,-1,0,-1,0,False,-1
Lib90_01843,H2228,SNG,True,True,1774,-1,False,151,25,0,False,23,False,0,0,-1,0,-1,0,False,-1
Lib90_01845,A549,SNG,True,True,1775,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01846,H838,SNG,True,True,1776,-1,False,77,66,0,False,62,False,0,0,-1,0,-1,0,False,-1
Lib90_01847,H2228,SNG,True,True,1777,-1,False,-1,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01848,H1975,SNG,True,True,1778,-1,False,13,9,0,False,8,False,0,0,-1,0,-1,0,False,-1
Lib90_01849,A549,SNG,True,True,1779,-1,False,25,18,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01850,H838,SNG,True,True,1780,-1,False,-1,133,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01851,H838,SNG,True,True,1781,-1,False,119,1,0,False,1,False,0,0,-1,0,-1,0,False,-1
Lib90_01852,H838,SNG,True,True,1782,-1,False,2,2,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01853,H838,SNG,True,True,1783,-1,False,-1,153,0,False,146,False,0,0,-1,0,-1,0,False,-1
Lib90_01854,HCC827,SNG,True,True,1784,-1,False,97,102,0,False,97,False,0,0,-1,0,-1,0,False,-1
Lib90_01855,HCC827,SNG,True,True,1785,-1,False,72,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01856,A549,SNG,True,True,1786,-1,False,68,17,0,False,16,False,0,0,-1,0,-1,0,False,-1
Lib90_01857,H2228,SNG,True,True,1787,-1,False,145,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01858,H2228,SNG,True,True,1788,-1,False,110,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01859,H2228,SNG,True,True,1789,-1,False,76,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01860,H1975,SNG,True,True,1790,-1,False,33,67,0,False,63,False,0,0,-1,0,-1,0,False,-1
Lib90_01861,A549,SNG,True,True,1791,-1,False,111,40,0,False,36,False,0,0,-1,0,-1,0,False,-1
Lib90_01862,H2228,SNG,True,True,1792,-1,False,148,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01863,A549,SNG,True,True,1793,-1,False,126,44,0,False,40,False,0,0,-1,0,-1,0,False,-1
Lib90_01864,A549,SNG,True,True,1794,-1,False,-1,137,0,False,130,False,0,0,-1,0,-1,0,False,-1
Lib90_01865,H838,SNG,True,True,1795,-1,False,86,145,0,False,138,False,0,0,-1,0,-1,0,False,-1
Lib90_01866,A549,SNG,True,True,1796,-1,False,78,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01867,H838,SNG,True,True,1797,-1,False,56,146,0,False,139,False,0,0,-1,0,-1,0,False,-1
Lib90_01868,H2228,SNG,True,True,1798,-1,False,54,63,0,False,59,False,0,0,-1,0,-1,0,False,-1
Lib90_01869,A549,SNG,True,True,1799,-1,False,104,41,0,False,37,False,0,0,-1,0,-1,0,False,-1
Lib90_01870,A549,SNG,True,True,1800,-1,False,143,70,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01871,HCC827,SNG,True,True,1801,-1,False,114,102,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01872,H2228,SNG,True,True,1802,-1,False,32,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01873,HCC827,SNG,True,True,1803,-1,False,72,57,0,False,53,False,0,0,-1,0,-1,0,False,-1
Lib90_01874,H2228,SNG,True,True,1804,-1,False,99,111,0,False,106,False,0,0,-1,0,-1,0,False,-1
Lib90_01875,A549,SNG,True,True,1805,-1,False,122,14,0,False,13,False,0,0,-1,0,-1,0,False,-1
Lib90_01876,A549,SNG,True,True,1806,-1,False,73,17,0,False,16,False,0,0,-1,0,-1,0,False,-1
Lib90_01877,H838,SNG,True,True,1807,-1,False,56,146,0,False,139,False,0,0,-1,0,-1,0,False,-1
Lib90_01878,A549,SNG,True,True,1808,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01879,A549,SNG,True,True,1809,-1,False,103,84,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01880,H2228,SNG,True,True,1810,-1,False,80,128,0,False,122,False,0,0,-1,0,-1,0,False,-1
Lib90_01881,H2228,SNG,True,True,1811,-1,False,82,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01882,A549,SNG,True,True,1812,-1,False,-1,-2,0,False,-2,True,0,0,-1,0,-1,0,False,-1
Lib90_01883,A549,SNG,True,True,1813,-1,False,57,46,0,False,42,False,0,0,-1,0,-1,0,False,-1
Lib90_01884,A549,SNG,True,True,1814,-1,False,12,17,0,False,16,False,0,0,-1,0,-1,0,False,-1
Lib90_01885,H838,SNG,True,True,1815,-1,False,0,0,0,False,0,False,0,0,-1,0,-1,0,False,-1
Lib90_01886,A549,SNG,True,True,1816,-1,False,68,8,0,False,7,False,0,0,-1,0,-1,0,False,-1
Lib90_01887,H2228,SNG,True,True,1817,-1,False,55,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01888,A549,SNG,True,True,1818,-1,False,-1,106,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01889,A549,SNG,True,True,1819,-1,False,-1,130,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01890,H2228,SNG,True,True,1820,-1,False,-1,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01891,HCC827,SNG,True,True,1821,-1,False,63,157,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01892,H2228,SNG,True,True,1822,-1,False,22,151,0,False,144,False,0,0,-1,0,-1,0,False,-1
Lib90_01893,HCC827,SNG,True,True,1823,-1,False,93,139,0,False,132,False,0,0,-1,0,-1,0,False,-1
Lib90_01894,A549,SNG,True,True,1824,-1,False,-1,106,0,False,101,False,0,0,-1,0,-1,0,False,-1
Lib90_01895,H2228,SNG,True,True,1825,-1,False,28,79,0,False,75,False,0,0,-1,0,-1,0,False,-1
Lib90_01896,A549,SNG,True,True,1826,-1,False,23,55,0,False,51,False,0,0,-1,0,-1,0,False,-1
Lib90_01897,A549,SNG,True,True,1827,-1,False,29,98,0,False,93,False,0,0,-1,0,-1,0,False,-1
Lib90_01898,HCC827,SNG,True,True,1828,-1,False,20,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01899,A549,SNG,True,True,1829,-1,False,25,118,0,False,113,False,0,0,-1,0,-1,0,False,-1
Lib90_01900,H2228,SNG,True,True,1830,-1,False,22,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01901,A549,SNG,True,True,1831,-1,False,40,94,0,False,89,False,0,0,-1,0,-1,0,False,-1
Lib90_01902,H2228,SNG,True,True,1832,-1,False,102,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01903,HCC827,SNG,True,True,1833,-1,False,90,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01904,A549,SNG,True,True,1834,-1,False,111,91,0,False,86,False,0,0,-1,0,-1,0,False,-1
Lib90_01905,A549,SNG,True,True,1835,-1,False,57,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01906,H2228,SNG,True,True,1836,-1,False,110,127,0,False,121,False,0,0,-1,0,-1,0,False,-1
Lib90_01907,A549,SNG,True,True,1837,-1,False,-1,136,0,False,129,False,0,0,-1,0,-1,0,False,-1
Lib90_01908,H2228,SNG,True,True,1838,-1,False,151,65,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01909,H2228,SNG,True,True,1839,-1,False,32,63,0,False,59,False,0,0,-1,0,-1,0,False,-1
Lib90_01910,H1975,SNG,True,True,1840,-1,False,26,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01911,H2228,SNG,True,True,1841,-1,False,145,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01912,H2228,SNG,True,True,1842,-1,False,135,111,0,False,106,False,0,0,-1,0,-1,0,False,-1
Lib90_01913,HCC827,SNG,True,True,1843,-1,False,6,64,0,False,60,False,0,0,-1,0,-1,0,False,-1
Lib90_01914,HCC827,SNG,True,True,1844,-1,False,-1,173,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01915,H2228,SNG,True,True,1845,-1,False,135,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01916,HCC827,SNG,True,True,1846,-1,False,-1,160,0,False,153,False,0,0,-1,0,-1,0,False,-1
Lib90_01917,HCC827,SNG,True,True,1847,-1,False,-1,57,0,False,53,False,0,0,-1,0,-1,0,False,-1
Lib90_01918,A549,SNG,True,True,1848,-1,False,143,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01919,H2228,SNG,True,True,1849,-1,False,48,78,0,False,74,False,0,0,-1,0,-1,0,False,-1
Lib90_01920,H1975,SNG,True,True,1850,-1,False,95,135,0,False,128,False,0,0,-1,0,-1,0,False,-1
Lib90_01921,H838,SNG,True,True,1851,-1,False,65,104,0,False,99,False,0,0,-1,0,-1,0,False,-1
Lib90_01922,A549,SNG,True,True,1852,-1,False,41,31,0,False,27,False,0,0,-1,0,-1,0,False,-1
Lib90_01923,H1975,SNG,True,True,1853,-1,False,13,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01924,H2228,SNG,True,True,1854,-1,False,89,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01925,HCC827,SNG,True,True,1855,-1,False,-1,139,0,False,132,False,0,0,-1,0,-1,0,False,-1
Lib90_01926,H2228,SNG,True,True,1856,-1,False,7,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01927,A549,SNG,True,True,1857,-1,False,109,103,0,False,98,False,0,0,-1,0,-1,0,False,-1
Lib90_01928,H2228,SNG,True,True,1858,-1,False,7,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01929,A549,SNG,True,True,1859,-1,False,-1,17,0,False,16,False,0,0,-1,0,-1,0,False,-1
Lib90_01930,HCC827,SNG,True,True,1860,-1,False,-1,173,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01931,H2228,SNG,True,True,1861,-1,False,7,127,0,False,121,False,0,0,-1,0,-1,0,False,-1
Lib90_01932,A549,SNG,True,True,1862,-1,False,-1,137,0,False,130,False,0,0,-1,0,-1,0,False,-1
Lib90_01933,A549,SNG,True,True,1863,-1,False,126,83,0,False,79,False,0,0,-1,0,-1,0,False,-1
Lib90_01934,H2228,SNG,True,True,1864,-1,False,7,111,0,False,106,False,0,0,-1,0,-1,0,False,-1
Lib90_01935,A549,SNG,True,True,1865,-1,False,-1,-2,0,False,-2,True,0,0,-1,0,-1,0,False,-1
Lib90_01936,H2228,SNG,True,True,1866,-1,False,54,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01937,A549,SNG,True,True,1867,-1,False,57,46,0,False,42,False,0,0,-1,0,-1,0,False,-1
Lib90_01938,A549,SNG,True,True,1868,-1,False,-1,83,0,False,79,False,0,0,-1,0,-1,0,False,-1
Lib90_01939,H838,SNG,True,True,1869,-1,False,3,129,0,False,123,False,0,0,-1,0,-1,0,False,-1
Lib90_01940,H2228,SNG,True,True,1870,-1,False,99,79,0,False,75,False,0,0,-1,0,-1,0,False,-1
Lib90_01941,H1975,SNG,True,True,1871,-1,False,95,135,0,False,128,False,0,0,-1,0,-1,0,False,-1
Lib90_01942,H2228,SNG,True,True,1872,-1,False,89,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01943,A549,SNG,True,True,1873,-1,False,50,50,0,False,46,False,0,0,-1,0,-1,0,False,-1
Lib90_01944,A549,SNG,True,True,1874,-1,False,73,41,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01945,A549,SNG,True,True,1875,-1,False,61,169,0,False,162,False,0,0,-1,0,-1,0,False,-1
Lib90_01946,H838,SNG,True,True,1876,-1,False,77,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01947,H838,SNG,True,True,1877,-1,False,11,162,0,False,155,False,0,0,-1,0,-1,0,False,-1
Lib90_01948,A549,SNG,True,True,1878,-1,False,-1,8,0,False,7,False,0,0,-1,0,-1,0,False,-1
Lib90_01949,H2228,SNG,True,True,1879,-1,False,99,79,0,False,75,False,0,0,-1,0,-1,0,False,-1
Lib90_01950,H1975,SNG,True,True,1880,-1,False,24,148,0,False,141,False,0,0,-1,0,-1,0,False,-1
Lib90_01951,H838,SNG,True,True,1881,-1,False,58,52,0,False,48,False,0,0,-1,0,-1,0,False,-1
Lib90_01953,A549,SNG,True,True,1882,-1,False,61,50,0,False,46,False,0,0,-1,0,-1,0,False,-1
Lib90_01954,A549,SNG,True,True,1883,-1,False,44,56,0,False,52,False,0,0,-1,0,-1,0,False,-1
Lib90_01955,H838,SNG,True,True,1884,-1,False,-1,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01956,A549,SNG,True,True,1885,-1,False,87,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01957,H838,SNG,True,True,1886,-1,False,115,0,0,False,0,False,0,0,-1,0,-1,0,False,-1
Lib90_01958,H1975,SNG,True,True,1887,-1,False,26,143,0,False,136,False,0,0,-1,0,-1,0,False,-1
Lib90_01959,H1975,SNG,True,True,1888,-1,False,26,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01960,A549,SNG,True,True,1889,-1,False,-1,55,0,False,51,False,0,0,-1,0,-1,0,False,-1
Lib90_01962,H838,SNG,True,True,1890,-1,False,157,161,0,False,154,False,0,0,-1,0,-1,0,False,-1
Lib90_01963,H2228,SNG,True,True,1891,-1,False,7,111,0,False,106,False,0,0,-1,0,-1,0,False,-1
Lib90_01964,A549,SNG,True,True,1892,-1,False,103,136,0,False,129,False,0,0,-1,0,-1,0,False,-1
Lib90_01965,A549,SNG,True,True,1893,-1,False,103,56,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01966,H2228,SNG,True,True,1894,-1,False,62,151,0,False,144,False,0,0,-1,0,-1,0,False,-1
Lib90_01967,A549,SNG,True,True,1895,-1,False,68,136,0,False,129,False,0,0,-1,0,-1,0,False,-1
Lib90_01968,H2228,SNG,True,True,1896,-1,False,82,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01970,H838,SNG,True,True,1897,-1,False,4,129,0,False,123,False,0,0,-1,0,-1,0,False,-1
Lib90_01971,A549,SNG,True,True,1898,-1,False,-1,132,0,False,125,False,0,0,-1,0,-1,0,False,-1
Lib90_01972,H1975,SNG,True,True,1899,-1,False,91,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01973,A549,SNG,True,True,1900,-1,False,73,49,0,False,45,False,0,0,-1,0,-1,0,False,-1
Lib90_01974,A549,SNG,True,True,1901,-1,False,44,91,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01975,A549,SNG,True,True,1902,-1,False,23,91,0,False,86,False,0,0,-1,0,-1,0,False,-1
Lib90_01977,H2228,SNG,True,True,1903,-1,False,16,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01978,H2228,SNG,True,True,1904,-1,False,55,78,0,False,74,False,0,0,-1,0,-1,0,False,-1
Lib90_01979,H2228,SNG,True,True,1905,-1,False,76,16,0,False,15,False,0,0,-1,0,-1,0,False,-1
Lib90_01980,HCC827,SNG,True,True,1906,-1,False,31,134,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01981,A549,SNG,True,True,1907,-1,False,87,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01982,A549,SNG,True,True,1908,-1,False,40,33,0,False,29,False,0,0,-1,0,-1,0,False,-1
Lib90_01983,A549,SNG,True,True,1909,-1,False,68,41,0,False,37,False,0,0,-1,0,-1,0,False,-1
